budget,genres,id,keywords,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count,release_year,net_profit,roi
31000000,"[{""id"": 18, ""name"": ""Drama""}]",87502,"[{""id"": 718, ""name"": ""confession""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 11314, ""name"": ""f word""}, {""id"": 11461, ""name"": ""hangover""}, {""id"": 12617, ""name"": ""airplane crash""}, {""id"": 41308, ""name"": ""syringe""}, {""id"": 41596, ""name"": ""denial""}, {""id"": 158436, ""name"": ""porn actress""}, {""id"": 185950, ""name"": ""jesus freak""}, {""id"": 185952, ""name"": ""baseball stadium""}, {""id"": 185953, ""name"": ""perjury""}, {""id"": 185954, ""name"": ""national transportation safety board""}, {""id"": 185957, ""name"": ""flying upside down""}, {""id"": 185959, ""name"": ""narcissist""}, {""id"": 185969, ""name"": ""relapse""}, {""id"": 185974, ""name"": ""substance abuse""}]",en,Flight,42.213765,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Parkes/MacDonald Productions"", ""id"": 11084}, {""name"": ""ImageMovers"", ""id"": 11395}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-11-02,161772375,138,Flight,6.5,2415,2012,130772375,421.85
34000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",698,"[{""id"": 110, ""name"": ""venice""}, {""id"": 1583, ""name"": ""mass murder""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 1828, ""name"": ""space suit""}, {""id"": 2711, ""name"": ""marcus square""}, {""id"": 2902, ""name"": ""space battle""}, {""id"": 3268, ""name"": ""secret base""}, {""id"": 3469, ""name"": ""utopia""}, {""id"": 3801, ""name"": ""space travel""}, {""id"": 12391, ""name"": ""boat chase""}, {""id"": 14626, ""name"": ""astronaut""}, {""id"": 155551, ""name"": ""lasers""}, {""id"": 156095, ""name"": ""british secret service""}, {""id"": 162610, ""name"": ""weightlessness""}]",en,Moonraker,29.887404,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Eon Productions"", ""id"": 7576}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1979-06-26,210308099,126,Moonraker,5.9,541,1979,176308099,518.55
30000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",120467,"[{""id"": 612, ""name"": ""hotel""}, {""id"": 5918, ""name"": ""painting""}, {""id"": 11159, ""name"": ""wartime""}, {""id"": 12371, ""name"": ""gunfight""}, {""id"": 14604, ""name"": ""theft""}, {""id"": 172772, ""name"": ""mentor prot\u00e9g\u00e9 relationship""}, {""id"": 181046, ""name"": ""european""}, {""id"": 188688, ""name"": ""hotel lobby""}, {""id"": 207257, ""name"": ""renaissance painting""}]",en,The Grand Budapest Hotel,74.417456,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Indian Paintbrush"", ""id"": 9350}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""American Empirical Pictures"", ""id"": 23449}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2014-02-26,174600318,99,The Grand Budapest Hotel,8.0,4519,2014,144600318,482.0
31000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",11313,"[{""id"": 579, ""name"": ""american football""}, {""id"": 1356, ""name"": ""billard""}, {""id"": 3605, ""name"": ""baseball bat""}, {""id"": 9376, ""name"": ""richard nixon""}, {""id"": 9815, ""name"": ""psychic power""}, {""id"": 11108, ""name"": ""american flag""}, {""id"": 11411, ""name"": ""wager""}, {""id"": 12372, ""name"": ""lingerie slip""}, {""id"": 14768, ""name"": ""single mother""}, {""id"": 18253, ""name"": ""moving""}, {""id"": 156104, ""name"": ""stranger""}, {""id"": 157955, ""name"": ""childhood""}, {""id"": 160246, ""name"": ""childhood friends""}, {""id"": 165142, ""name"": ""ferris wheel""}, {""id"": 165531, ""name"": ""straw hat""}, {""id"": 167715, ""name"": ""informant""}, {""id"": 170587, ""name"": ""mysterious stranger""}, {""id"": 170592, ""name"": ""woman crying""}, {""id"": 170595, ""name"": ""library card""}, {""id"": 170602, ""name"": ""low men""}, {""id"": 170603, ""name"": ""bronko nagurski""}, {""id"": 170607, ""name"": ""culvert""}, {""id"": 170610, ""name"": ""floating on inner tube""}, {""id"": 170611, ""name"": ""wind chime""}, {""id"": 170615, ""name"": ""jack of spades""}, {""id"": 170620, ""name"": ""clairvoyant""}, {""id"": 170622, ""name"": ""hires root beer""}, {""id"": 170624, ""name"": ""wrong number""}]",en,Hearts in Atlantis,7.06762,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-09-07,24185781,101,Hearts in Atlantis,6.4,131,2001,-6814219,-21.98
31000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",6488,"[{""id"": 1415, ""name"": ""small town""}, {""id"": 9744, ""name"": ""outbreak""}, {""id"": 158120, ""name"": ""exterminator""}, {""id"": 158124, ""name"": ""spider bite""}, {""id"": 158126, ""name"": ""creature feature""}, {""id"": 158129, ""name"": ""spider queen""}, {""id"": 158130, ""name"": ""animal attack""}, {""id"": 195026, ""name"": ""spiders""}, {""id"": 217961, ""name"": ""invasive species""}, {""id"": 221272, ""name"": ""arachnophobia""}, {""id"": 223059, ""name"": ""animal horror""}, {""id"": 232791, ""name"": ""spider general""}]",en,Arachnophobia,15.895661,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Tangled Web Productions"", ""id"": 2104}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1990-08-09,53208180,103,Arachnophobia,6.2,433,1990,22208180,71.64
31000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",10559,"[{""id"": 242, ""name"": ""new york""}, {""id"": 456, ""name"": ""mother""}, {""id"": 703, ""name"": ""detective""}, {""id"": 1480, ""name"": ""baseball""}, {""id"": 2135, ""name"": ""radio""}, {""id"": 2733, ""name"": ""firemen""}, {""id"": 2964, ""name"": ""future""}, {""id"": 3667, ""name"": ""time""}, {""id"": 4776, ""name"": ""race against time""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 5905, ""name"": ""father""}, {""id"": 9682, ""name"": ""history""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 9853, ""name"": ""paranormal""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 10235, ""name"": ""family relationships""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 14536, ""name"": ""crime""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 200725, ""name"": ""phenomenon""}, {""id"": 218024, ""name"": ""amateur radio""}, {""id"": 226626, ""name"": ""aurora borealis""}, {""id"": 227771, ""name"": ""altering history""}]",en,Frequency,19.258041,"[{""name"": ""New Line Cinema"", ""id"": 12}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-04-28,68106245,118,Frequency,7.0,462,2000,37106245,119.7
31000000,"[{""id"": 35, ""name"": ""Comedy""}]",296099,"[{""id"": 4944, ""name"": ""route 66""}, {""id"": 5522, ""name"": ""grand canyon""}, {""id"": 5543, ""name"": ""cow""}, {""id"": 6876, ""name"": ""vacation""}, {""id"": 7312, ""name"": ""road trip""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 10041, ""name"": ""dysfunctional family""}, {""id"": 14724, ""name"": ""family vacation""}, {""id"": 155582, ""name"": ""amusement park""}, {""id"": 156165, ""name"": ""trucker""}, {""id"": 156768, ""name"": ""roller coaster""}, {""id"": 158340, ""name"": ""theme park""}, {""id"": 195687, ""name"": ""airline pilot""}, {""id"": 220448, ""name"": ""bipolar disorder""}, {""id"": 228417, ""name"": ""plano texas""}]",en,Vacation,47.753598,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""BenderSpink"", ""id"": 6363}, {""name"": ""David Dobkin Productions"", ""id"": 53060}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-07-28,104384188,99,Vacation,6.2,1195,2015,73384188,236.72
30250000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",8012,"[{""id"": 395, ""name"": ""gambling""}, {""id"": 416, ""name"": ""miami""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 8438, ""name"": ""job""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 9935, ""name"": ""travel""}, {""id"": 10391, ""name"": ""mafia""}, {""id"": 10594, ""name"": ""money""}, {""id"": 11061, ""name"": ""debt""}, {""id"": 11578, ""name"": ""mobster""}, {""id"": 12094, ""name"": ""business""}, {""id"": 12396, ""name"": ""hollywood""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 14536, ""name"": ""crime""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 33879, ""name"": ""producer""}, {""id"": 159608, ""name"": ""con""}]",en,Get Shorty,15.585138,"[{""name"": ""Jersey Films"", ""id"": 216}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-10-20,115101622,105,Get Shorty,6.4,302,1995,84851622,280.5
45000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",1574,"[{""id"": 520, ""name"": ""chicago""}, {""id"": 158375, ""name"": ""based on stage musical""}, {""id"": 165675, ""name"": ""prison matron""}, {""id"": 165676, ""name"": ""jazz age""}, {""id"": 165686, ""name"": ""nude man murdered""}]",en,Chicago,32.217425,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Producers Circle"", ""id"": 734}, {""name"": ""Storyline Entertainment"", ""id"": 8797}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-12-26,306776732,113,Chicago,6.9,677,2002,261776732,581.73
34200000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",9032,"[{""id"": 1338, ""name"": ""bachelor""}, {""id"": 3703, ""name"": ""law""}, {""id"": 5569, ""name"": ""vomit""}, {""id"": 9797, ""name"": ""syracuse university""}, {""id"": 9798, ""name"": ""law school""}, {""id"": 11336, ""name"": ""young boy""}, {""id"": 11475, ""name"": ""politically incorrect""}, {""id"": 158189, ""name"": ""wetting pants""}, {""id"": 161287, ""name"": ""central park""}, {""id"": 161298, ""name"": ""public urination""}, {""id"": 161868, ""name"": ""child's point of view""}, {""id"": 161944, ""name"": ""responsibility""}, {""id"": 161958, ""name"": ""immaturity""}]",en,Big Daddy,34.86859,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-06-25,234801895,93,Big Daddy,6.1,875,1999,200601895,586.56
30000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2770,"[{""id"": 572, ""name"": ""sex""}, {""id"": 8508, ""name"": ""party""}, {""id"": 13088, ""name"": ""summer""}, {""id"": 34145, ""name"": ""beach house""}, {""id"": 155939, ""name"": ""group of friends""}, {""id"": 158507, ""name"": ""gross out comedy""}, {""id"": 170813, ""name"": ""tantra""}, {""id"": 170821, ""name"": ""mistaken for a special education student""}, {""id"": 170822, ""name"": ""superglue""}, {""id"": 170827, ""name"": ""sex comedy""}]",en,American Pie 2,36.432598,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Liveplanet"", ""id"": 2200}, {""name"": ""Zide-Perry Productions"", ""id"": 3169}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-08-10,287553595,108,American Pie 2,6.0,1344,2001,257553595,858.51
30000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",862,"[{""id"": 931, ""name"": ""jealousy""}, {""id"": 4290, ""name"": ""toy""}, {""id"": 5202, ""name"": ""boy""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 165503, ""name"": ""boy next door""}, {""id"": 170722, ""name"": ""new toy""}, {""id"": 187065, ""name"": ""toy comes to life""}]",en,Toy Story,73.640445,"[{""name"": ""Pixar Animation Studios"", ""id"": 3}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-10-30,373554033,81,Toy Story,7.7,5269,1995,343554033,1145.18
30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}]",1637,"[{""id"": 258, ""name"": ""bomb""}, {""id"": 822, ""name"": ""airport""}, {""id"": 992, ""name"": ""bus""}, {""id"": 2776, ""name"": ""bus ride""}, {""id"": 3306, ""name"": ""highway""}, {""id"": 157251, ""name"": ""bomb planting""}]",en,Speed,49.526736,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-06-09,350448145,116,Speed,6.8,1783,1994,320448145,1068.16
30000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",72570,"[{""id"": 732, ""name"": ""coma""}, {""id"": 1453, ""name"": ""amnesia""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 11469, ""name"": ""memory loss""}, {""id"": 13063, ""name"": ""car accident""}, {""id"": 191100, ""name"": ""romantic drama""}]",en,The Vow,26.780961,"[{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Screen Gems"", ""id"": 3287}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-02-05,196114570,104,The Vow,7.0,1293,2012,166114570,553.72
31000000,"[{""id"": 18, ""name"": ""Drama""}]",27569,[],en,Extraordinary Measures,6.487344,"[{""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""CBS Films"", ""id"": 5490}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-01-21,15134293,105,Extraordinary Measures,6.0,89,2010,-15865707,-51.18
30000000,"[{""id"": 18, ""name"": ""Drama""}]",10637,"[{""id"": 529, ""name"": ""ku klux klan""}, {""id"": 579, ""name"": ""american football""}, {""id"": 1482, ""name"": ""trainer""}, {""id"": 1483, ""name"": ""sports team""}, {""id"": 3060, ""name"": ""race politics""}, {""id"": 3847, ""name"": ""coaction""}, {""id"": 4106, ""name"": ""apartheid""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 6984, ""name"": ""racial segregation""}, {""id"": 7856, ""name"": ""racist""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 155791, ""name"": ""american football player""}, {""id"": 160910, ""name"": ""xenophobia""}, {""id"": 222721, ""name"": ""head coach""}]",en,Remember the Titans,25.996219,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Technical Black"", ""id"": 72823}, {""name"": ""Run It Up Productions Inc."", ""id"": 72824}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-09-29,136706683,113,Remember the Titans,7.4,821,2000,106706683,355.69
30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",1669,"[{""id"": 339, ""name"": ""submarine""}, {""id"": 2106, ""name"": ""cold war""}, {""id"": 2808, ""name"": ""russian""}, {""id"": 155460, ""name"": ""defection""}, {""id"": 155723, ""name"": ""jack ryan""}]",en,The Hunt for Red October,46.212155,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Nina Saxon Film Design"", ""id"": 1693}, {""name"": ""Mace Neufeld Productions"", ""id"": 2767}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1990-03-02,199200000,134,The Hunt for Red October,7.2,957,1990,169200000,564.0
25000000,"[{""id"": 18, ""name"": ""Drama""}]",132363,"[{""id"": 833, ""name"": ""white house""}, {""id"": 1307, ""name"": ""butler""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 163116, ""name"": ""civil rights""}]",en,The Butler,32.105328,"[{""name"": ""Laura Ziskin Productions"", ""id"": 326}, {""name"": ""Lee Daniels Entertainment"", ""id"": 695}, {""name"": ""Follow Through Productions"", ""id"": 18919}, {""name"": ""Salamander Pictures"", ""id"": 18920}, {""name"": ""Pam Williams Productions"", ""id"": 18921}, {""name"": ""Windy Hill Pictures"", ""id"": 18922}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-08-16,115922175,132,The Butler,7.2,1101,2013,90922175,363.69
20000000,"[{""id"": 35, ""name"": ""Comedy""}]",9472,"[{""id"": 240, ""name"": ""underdog""}, {""id"": 271, ""name"": ""competition""}, {""id"": 974, ""name"": ""bank""}, {""id"": 1010, ""name"": ""bar""}, {""id"": 2283, ""name"": ""ball""}, {""id"": 2920, ""name"": ""cheerleader""}, {""id"": 3429, ""name"": ""diet""}, {""id"": 4183, ""name"": ""wife""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 6269, ""name"": ""gymnasium""}, {""id"": 7864, ""name"": ""pleite""}, {""id"": 8679, ""name"": ""fitness-studio""}, {""id"": 9673, ""name"": ""love""}, {""id"": 11014, ""name"": ""mail order bride""}, {""id"": 11672, ""name"": ""cheerleading""}, {""id"": 12988, ""name"": ""pirate""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,DodgeBall: A True Underdog Story,41.156217,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Red Hour Films"", ""id"": 12178}, {""name"": ""Mediastream Vierte Film GmbH & Co. Vermarktungs KG"", ""id"": 19354}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-06-18,167722310,92,DodgeBall: A True Underdog Story,6.2,981,2004,147722310,738.61
30000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",2907,"[{""id"": 2643, ""name"": ""dead wish""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 4553, ""name"": ""black humor""}, {""id"": 6464, ""name"": ""uncle""}, {""id"": 10483, ""name"": ""eccentric""}, {""id"": 12564, ""name"": ""werewolf""}, {""id"": 162810, ""name"": ""macabre""}, {""id"": 166631, ""name"": ""loan shark""}, {""id"": 207697, ""name"": ""accountant""}]",en,The Addams Family,37.179547,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Orion Pictures"", ""id"": 41}, {""name"": ""Scott Rudin Productions"", ""id"": 258}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1991-11-22,191502426,99,The Addams Family,6.7,848,1991,161502426,538.34
30000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",9273,"[{""id"": 409, ""name"": ""africa""}, {""id"": 1551, ""name"": ""indigenous""}, {""id"": 2526, ""name"": ""human animal relationship""}, {""id"": 5155, ""name"": ""bat""}]",en,Ace Ventura: When Nature Calls,34.391792,"[{""name"": ""O Entertainment"", ""id"": 5682}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-11-10,212385533,90,Ace Ventura: When Nature Calls,6.1,1099,1995,182385533,607.95
37000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",9880,"[{""id"": 5515, ""name"": ""heir to the throne""}, {""id"": 5987, ""name"": ""grandmother granddaughter relationship""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 7376, ""name"": ""princess""}, {""id"": 9920, ""name"": ""royalty""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 15402, ""name"": ""popularity""}, {""id"": 171556, ""name"": ""social outcast""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",en,The Princess Diaries,40.176265,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""BrownHouse Productions"", ""id"": 26423}, {""name"": ""Bottom of the Ninth Productions"", ""id"": 65559}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-08-03,165335153,115,The Princess Diaries,6.5,1023,2001,128335153,346.85
26000000,"[{""id"": 35, ""name"": ""Comedy""}]",2925,"[{""id"": 15160, ""name"": ""divorce""}, {""id"": 18060, ""name"": ""divorced woman""}, {""id"": 190722, ""name"": ""reunited friends""}]",en,The First Wives Club,10.704596,"[{""name"": ""Scott Rudin Productions"", ""id"": 258}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-09-20,116400000,102,The First Wives Club,6.5,166,1996,90400000,347.69
33000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",807,"[{""id"": 476, ""name"": ""self-fulfilling prophecy""}, {""id"": 703, ""name"": ""detective""}, {""id"": 1470, ""name"": ""s.w.a.t.""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 3597, ""name"": ""evisceration""}, {""id"": 3857, ""name"": ""lust and impulsiveness""}, {""id"": 3927, ""name"": ""rage and hate""}, {""id"": 3932, ""name"": ""pride and vanity""}, {""id"": 4138, ""name"": ""immoderateness""}, {""id"": 4142, ""name"": ""insomnia""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 6125, ""name"": ""pension""}, {""id"": 6149, ""name"": ""police""}, {""id"": 10714, ""name"": ""serial killer""}]",en,Se7en,79.579532,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Juno Pix"", ""id"": 4286}, {""name"": ""Cecchi Gori Pictures"", ""id"": 65394}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-09-22,327311859,127,Se7en,8.1,5765,1995,294311859,891.85
30000000,"[{""id"": 878, ""name"": ""Science Fiction""}]",17654,"[{""id"": 100, ""name"": ""slum""}, {""id"": 542, ""name"": ""street gang""}, {""id"": 2766, ""name"": ""mutation""}, {""id"": 3644, ""name"": ""south africa""}, {""id"": 4339, ""name"": ""johannesburg""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6017, ""name"": ""genetics""}, {""id"": 6086, ""name"": ""government""}, {""id"": 8201, ""name"": ""satire""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10650, ""name"": ""prawn""}, {""id"": 11800, ""name"": ""mockumentary""}, {""id"": 12026, ""name"": ""alternate history""}, {""id"": 12425, ""name"": ""racism""}, {""id"": 158276, ""name"": ""metamorphosis""}, {""id"": 160910, ""name"": ""xenophobia""}, {""id"": 195139, ""name"": ""internment camp""}, {""id"": 229740, ""name"": ""body transformation""}, {""id"": 231277, ""name"": ""alien technology""}, {""id"": 233016, ""name"": ""segregation""}]",en,District 9,63.13678,"[{""name"": ""WingNut Films"", ""id"": 11}, {""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Key Creatives"", ""id"": 2300}, {""name"": ""Block / Hanson"", ""id"": 8504}, {""name"": ""Canadian Film or Video Production Tax Credit (CPTC)"", ""id"": 8582}, {""name"": ""The Department of Trade and Industry of South Africa"", ""id"": 10884}, {""name"": ""QED International"", ""id"": 11029}, {""name"": ""Province of British Columbia Production Services Tax Credit"", ""id"": 12200}, {""name"": ""District 9"", ""id"": 20667}, {""name"": ""New Zealand Post Digital and Visual Effects Grant"", ""id"": 20668}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""ZA"", ""name"": ""South Africa""}]",2009-08-05,210819611,112,District 9,7.3,3382,2009,180819611,602.73
30000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",11836,"[{""id"": 270, ""name"": ""ocean""}, {""id"": 658, ""name"": ""sea""}, {""id"": 3412, ""name"": ""star""}, {""id"": 4237, ""name"": ""water""}, {""id"": 41337, ""name"": ""freeze""}, {""id"": 204222, ""name"": ""spongebob""}]",en,The SpongeBob SquarePants Movie,27.870755,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""United Plankton Pictures"", ""id"": 8921}, {""name"": ""Paramount Animation"", ""id"": 24955}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-11-14,140161792,87,The SpongeBob SquarePants Movie,6.7,574,2004,110161792,367.21
25000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",322,"[{""id"": 516, ""name"": ""child abuse""}, {""id"": 739, ""name"": ""sexual abuse""}, {""id"": 1452, ""name"": ""loss of child""}, {""id"": 1522, ""name"": ""repayment""}, {""id"": 1660, ""name"": ""suppressed past""}, {""id"": 1679, ""name"": ""arbitrary law""}, {""id"": 1680, ""name"": ""boston""}, {""id"": 1682, ""name"": ""workers' quarter""}, {""id"": 11445, ""name"": ""reference to sprite""}, {""id"": 208349, ""name"": ""child""}]",en,Mystic River,31.242999,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-10-07,156822020,138,Mystic River,7.6,1422,2003,131822020,527.29
